shipper_id,shipper_name,shipper_contact_details,product_id,vehicle_maker,vehicle_model,vehicle_color,vehicle_model_year,vehicle_price,quantity,discount,customer_id,customer_name,gender,job_title,phone_number,email_address,city,country,state,customer_address,order_date,order_id,ship_date,ship_mode,shipping,postal_code,credit_card_type,credit_card_number,customer_feedback,quarter_number
1517,Skajo,268-21-3799,3765,Chevrolet,2500,Turquoise,1994,71241.16,2,0.65,55319-619,Olive Rodolf,Female,Analyst Programmer,347-371-4599,orodolflk@eepurl.com,New York City,United States,New York,2 Pankratz Circle,2018-02-01,0168-0309,2018-04-05,Second Class,Truck,10014,jcb,4.90E+15,Okay,1
3518,Gabtype,104-59-1634,3966,Buick,LeSabre,Crimson,1999,94304.16,2,0.54,0002-4115,Rafaela Hummerston,Female,Research Associate,862-362-4311,rhummerstoncg@unblog.fr,Newark,United States,New Jersey,556 Gerald Lane,2018-02-01,36987-1667,2018-05-27,Second Class,Air,7195,diners-club-enroute,4.98E+15,Very Good,1
1563,Twitterlist,109-86-9293,3777,Volkswagen,Cabriolet,Orange,1992,76446.29,1,0.69,24236-063,Andromache Bernardez,Female,Analyst Programmer,801-222-0204,abernardez7g@goo.ne.jp,Salt Lake City,United States,Utah,0141 Crescent Oaks Circle,2018-02-01,43857-0030,2018-05-30,Same Day,Truck,84110,china-unionpay,3.04E+15,Very Good,1
2215,Wordtune,317-25-9993,4688,Pontiac,Gemini,Orange,1987,88633.4,1,0.65,43857-0150,Anetta Pohlke,Female,Research Assistant I,304-173-0353,apohlkecw@studiopress.com,Charleston,United States,West Virginia,4 Burrows Junction,2018-02-01,51442-543,2018-05-13,Standard Class,Truck,25356,americanexpress,2.81E+15,Okay,1
1355,Gevee,649-78-9218,4179,Nissan,Quest,Blue,1993,76875.97,2,0.4,76439-273,Abigael Smalridge,Female,Health Coach II,520-393-0569,asmalridge2m@behance.net,Tucson,United States,Arizona,51509 Briar Crest Plaza,2018-02-01,54473-241,2018-04-04,Second Class,Truck,85705,jcb,2.88E+15,Very Good,1
1153,Bluejam,516-58-4018,3978,Chevrolet,Silverado 2500,Teal,2009,93102.86,1,0.41,54575-348,Ardelia Toll,Female,Research Assistant I,337-599-9659,atollq1@dmoz.org,Lafayette,United States,Louisiana,900 Dottie Circle,2018-02-01,54868-5002,2018-04-27,First Class,Truck,70593,jcb,4.12E+15,Okay,1
3855,Roodel,756-09-5350,4572,Honda,Ridgeline,Pink,2007,99884.33,2,0.61,0067-2039,Dinny O'Cooney,Female,Financial Analyst,813-617-4542,docooney2e@blog.com,Tampa,United States,Florida,09 Claremont Lane,2018-02-01,59779-949,2018-05-30,Same Day,Air,33620,jcb,4.44E+15,Good,1
1538,Yodel,438-30-4921,4583,Ford,F-Series,Violet,1997,77641.54,2,0.46,48256-0011,Teddy Arnopp,Female,Engineer III,727-862-4401,tarnoppgr@wikipedia.org,Saint Petersburg,United States,Florida,9 Schlimgen Road,2018-02-01,67345-0681,2018-04-03,Same Day,Air,33731,laser,3.50E+15,Very Good,1
1294,Pixoboo,110-62-0215,3822,Dodge,Sprinter,Purple,2006,71744.46,1,0.41,63824-750,Desi Feldbaum,Male,Quality Engineer,615-350-0344,dfeldbaum1w@de.vu,Nashville,United States,Tennessee,75 Gulseth Pass,2018-02-01,68151-1020,2018-05-26,Second Class,Truck,37205,jcb,1.78E+15,Very Good,1
3782,Blogtags,473-29-9975,4027,Ford,Flex,Indigo,2010,84397.46,1,0.63,0641-6068,Maritsa Kilner,Female,Accounting Assistant II,205-152-6799,mkilnerld@earthlink.net,Tuscaloosa,United States,Alabama,2 Dovetail Street,2018-02-01,42411-041,2018-05-25,Second Class,Truck,35487,americanexpress,3.70E+15,Good,1
3687,Realmix,159-95-4995,4690,Toyota,4Runner,Mauv,2000,75847.61,1,0.6,35356-251,Editha Harpham,Female,GIS Technical Architect,253-306-7420,eharpham4m@wikimedia.org,Tacoma,United States,Washington,64087 Florence Center,2018-02-01,49580-0390,2018-05-02,Second Class,Air,98442,visa-electron,2.94E+15,Very Good,1
1787,Yambee,239-95-4807,4158,Lincoln,MKX,Yellow,2009,94440.35,1,0.56,48951-1191,Creighton McTrustrie,Male,Legal Assistant,678-183-7466,cmctrustrieou@tuttocitta.it,Atlanta,United States,Georgia,5159 Larry Parkway,2018-01-01,54868-5581,2018-05-03,Standard Class,Air,30328,jcb,4.57E+15,Okay,1
1425,Cogilith,267-60-7116,4367,Pontiac,Bonneville,Maroon,1986,70410.7,2,0.63,30142-001,Jerri Attock,Male,Payment Adjustment Coordinator,254-722-0807,jattockht@si.edu,Waco,United States,Texas,4950 Lillian Park,2018-03-01,13537-110,2018-05-05,Same Day,Truck,76705,diners-club-enroute,2.00E+15,Very Good,1
3780,Zoombeat,395-97-1152,4939,Dodge,Avenger,Yellow,1996,72679.62,1,0.5,42291-897,Lurlene Naldrett,Female,Physical Therapy Assistant,208-763-0506,lnaldrettml@yellowpages.com,Boise,United States,Idaho,15 Lunder Parkway,2018-01-13,55154-6270,2018-02-17,Standard Class,Truck,83722,diners-club-carte-blanche,1.33E+15,Good,1
2786,Babbleset,730-16-1616,4815,Buick,Skylark,Purple,1989,88576.34,2,0.51,66116-402,Dayle Newbatt,Female,Staff Accountant III,518-579-9906,dnewbattdu@privacy.gov.au,Albany,United States,New York,10691 Bay Road,2018-01-13,55312-332,2018-03-29,First Class,Truck,12227,jcb,4.38E+15,Okay,1
3660,Tagopia,420-24-4101,4012,GMC,Sierra 1500,Turquoise,2005,82400.05,2,0.42,52915-070,Christa Davidsson,Female,Technical Writer,214-834-6027,cdavidssonjl@pcworld.com,Dallas,United States,Texas,64 Paget Parkway,2018-01-13,55312-994,2018-04-06,First Class,Truck,75251,jcb,4.22E+15,Good,1
3339,Miboo,387-10-2825,4837,Mazda,MX-5,Fuscia,2010,91370.21,1,0.49,46122-500,Lindy Mountjoy,Female,Administrative Officer,251-544-7654,lmountjoyh3@w3.org,Mobile,United States,Alabama,1 Oriole Parkway,2018-01-13,60432-741,2018-02-17,Second Class,Air,36641,mastercard,1.29E+15,Good,1
2917,Zoonder,493-82-7589,3688,GMC,Jimmy,Orange,1999,83154.71,2,0.63,11673-165,Edouard Gulleford,Male,Administrative Officer,816-439-5151,egulleford5u@usatoday.com,Lees Summit,United States,Missouri,36032 Packers Court,2018-01-14,44924-013,2018-01-15,Standard Class,Truck,64082,jcb,4.54E+15,Very Good,1
1903,Avamm,472-69-6959,4095,Isuzu,Hombre,Fuscia,1999,89872.32,1,0.59,60512-2015,Abdel Trathan,Male,Information Systems Manager,302-787-5308,atrathanf6@dailymotion.com,Wilmington,United States,Delaware,7 Maryland Parkway,2018-01-14,458802-283,2018-01-17,First Class,Truck,19892,maestro,1.39E+15,Very Good,1
3327,Omba,146-08-9923,4805,Mazda,MX-3,Pink,1992,99459.69,1,0.5,37205-715,Hubie Leal,Male,VP Product Management,813-791-5847,hlealm5@loc.gov,Tampa,United States,Florida,88243 Milwaukee Road,2018-01-14,49281-650,2018-04-05,Same Day,Truck,33610,jcb,2.34E+15,Good,1
2954,Avavee,759-48-7604,3539,Ford,Ranger,Aquamarine,1985,82570.38,2,0.47,11673-977,Dari Boston,Female,Business Systems Development Analyst,810-406-6063,dbostonmo@soup.io,Warren,United States,Michigan,48267 Northview Avenue,2018-01-14,62011-0225,2018-04-19,First Class,Truck,48092,jcb,4.08E+15,Okay,1
3646,Skyble,367-39-7003,4249,Dodge,Stratus,Green,2003,91463.61,2,0.5,51672-4111,Sarina Troy,Female,Mechanical Systems Engineer,601-597-2858,stroy5i@marketwatch.com,Jackson,United States,Mississippi,03 Glacier Hill Road,2018-01-15,0517-3415,2018-05-18,Same Day,Truck,39236,bankcard,1.64E+15,Okay,1
2984,Jaloo,838-06-9578,4419,Buick,Regal,Pink,1992,95805.39,1,0.66,53877-006,Celene Hymas,Female,Account Representative I,918-693-8966,chymasds@uiuc.edu,Tulsa,United States,Oklahoma,9 Onsgard Point,2018-01-15,57520-0360,2018-04-03,First Class,Air,74126,jcb,2.65E+15,Good,1
2036,Quimm,481-21-9047,4226,Dodge,Neon,Pink,1996,95809.16,2,0.51,42254-305,Lorrie Grover,Female,Analog Circuit Design manager,850-167-2610,lgrovera6@goodreads.com,Pensacola,United States,Florida,84 Thompson Parkway,2018-01-15,64117-979,2018-04-03,Same Day,Air,32575,mastercard,2.67E+15,Good,1
1619,Realmix,515-59-8716,4395,Ford,Ranger,Red,1994,82539.45,2,0.54,0008-1123,Timi Limpricht,Female,Senior Developer,409-884-0947,tlimprichtk3@amazon.de,Beaumont,United States,Texas,242 Forster Plaza,2018-01-16,0615-0828,2018-02-15,First Class,Air,77705,jcb,2.66E+15,Okay,1
3497,Skalith,588-79-8750,4916,Audi,A6,Yellow,2005,75802.65,1,0.65,10702-018,Melodee Lindholm,Female,VP Sales,415-222-9982,mlindholmln@istockphoto.com,San Francisco,United States,California,1822 Havey Crossing,2018-01-16,10056-060,2018-04-05,Standard Class,Truck,94121,jcb,3.91E+15,Very Good,1
1393,Photofeed,278-13-9486,4090,Lincoln,Continental,Puce,2000,80356.64,2,0.45,52862-201,Alejoa Izhaky,Male,VP Product Management,303-549-7729,aizhakybg@odnoklassniki.ru,Denver,United States,Colorado,96 Schmedeman Avenue,2018-01-16,21695-900,2018-02-20,Same Day,Air,80243,jcb,1.97E+15,Very Good,1
1565,Zoozzy,725-32-8162,3803,Land Rover,Range Rover,Crimson,1986,98136.58,1,0.69,65862-599,Paton Clynman,Male,VP Sales,915-353-6106,pclynman31@smh.com.au,El Paso,United States,Texas,51 Annamark Circle,2018-01-16,53808-0251,2018-04-26,Standard Class,Truck,88584,visa,1.86E+15,Very Good,1
3527,Yodo,418-01-3270,3617,Austin,Mini Cooper,Indigo,1964,77704.86,2,0.56,53808-0347,Herculie Levi,Male,Office Assistant I,-9839,hlevigu@cafepress.com,Pittsburgh,United States,Pennsylvania,773 Northridge Junction,2018-01-16,605012-1035,2018-05-02,First Class,Air,15266,jcb,4.88E+15,Good,1
2746,Rhyloo,703-69-5945,3644,Pontiac,Grand Prix,Red,1983,74099.22,1,0.62,69243-0610,Ernesta Tzarkov,Female,Assistant Media Planner,360-308-5537,etzarkovt@google.fr,Vancouver,United States,Washington,09 Bartelt Drive,2018-01-16,63629-5233,2018-05-05,Same Day,Air,98682,switch,1.60E+15,Good,1
1372,Buzzster,302-14-6183,4923,Suzuki,Samurai,Aquamarine,1993,73193.58,2,0.44,0168-0151,Beckie Kellick,Female,Financial Advisor,269-467-1203,bkellickkj@vimeo.com,Battle Creek,United States,Michigan,77101 Kedzie Way,2018-01-17,0597-0001,2018-05-16,Second Class,Air,49018,jcb,3.22E+15,Good,1
2940,Skinix,204-02-7998,4142,Ford,Flex,Indigo,2010,77400.3,2,0.6,55315-455,Eddi Merryweather,Female,Occupational Therapist,212-389-0212,emerryweather36@fotki.com,New York City,United States,New York,70762 Westerfield Lane,2018-01-17,55301-619,2018-02-17,Same Day,Truck,10203,diners-club-carte-blanche,2.03E+15,Good,1
2535,JumpXS,360-25-1937,3739,Volkswagen,Passat,Mauv,2012,90876.65,2,0.55,55154-1855,Elladine Rivaland,Female,Executive Secretary,716-555-9600,erivaland8a@unblog.fr,Buffalo,United States,New York,5458 Maple Alley,2018-01-17,60512-6350,2018-02-21,Same Day,Air,14269,mastercard,3.56E+15,Good,1
1634,Edgeclub,206-01-2301,4122,Ford,E350,Mauv,2004,89305.88,2,0.65,63868-926,Kienan De Ruel,Male,Software Engineer I,316-154-9276,kden2@histats.com,Wichita,United States,Kansas,41978 Talmadge Pass,2018-01-18,21695-223,2018-04-03,Second Class,Air,67220,china-unionpay,3.06E+15,Okay,1
2793,Trunyx,248-02-6514,4322,Ferrari,F430,Maroon,2006,77381.95,1,0.43,0135-0505,Quinlan Macken,Male,Assistant Manager,816-327-2806,qmackenb6@studiopress.com,Kansas City,United States,Missouri,28 8th Place,2018-01-18,30142-313,2018-02-02,Second Class,Air,64153,jcb,2.57E+15,Good,1
2012,Jabbersphere,867-04-5328,4617,Pontiac,Grand Prix,Goldenrod,2008,85814.14,2,0.45,68788-9178,Eldon Bartlam,Male,General Manager,602-913-3546,ebartlam1g@biglobe.ne.jp,Tempe,United States,Arizona,481 Calypso Street,2018-01-18,43857-0292,2018-04-23,Second Class,Air,85284,jcb,4.00E+15,Very Good,1
3416,Riffpedia,114-78-5085,3717,GMC,Yukon XL 1500,Violet,2009,74178.21,2,0.62,52544-044,Rupert Ropcke,Male,Web Developer II,806-750-7979,rropcke8p@ihg.com,Lubbock,United States,Texas,0 Prentice Place,2018-01-18,49884-650,2018-02-18,First Class,Air,79491,americanexpress,4.74E+15,Very Good,1
1213,Babbleopia,471-08-6486,3855,Infiniti,Q,Orange,2001,84393.05,2,0.55,63187-087,Eveleen Rittelmeyer,Female,Professor,602-153-9389,erittelmeyerfd@hao123.com,Phoenix,United States,Arizona,8920 Kings Drive,2018-01-18,54868-4381,2018-04-05,First Class,Truck,85053,maestro,1.31E+15,Very Good,1
1295,Camido,295-84-6096,4831,Pontiac,Grand Prix,Purple,1996,71216.43,2,0.55,68084-734,Cybil Seeney,Female,Registered Nurse,602-205-7436,cseeneyg5@ucoz.com,Phoenix,United States,Arizona,762 Maryland Avenue,2018-01-18,76509-800,2018-03-03,Second Class,Air,85010,jcb,2.66E+15,Okay,1
1845,Skivee,645-37-7232,3758,Mazda,Familia,Blue,1991,70695.34,1,0.59,0378-5504,Kalie Stockell,Female,Business Systems Development Analyst,765-392-4786,kstockellpd@deliciousdays.com,Anderson,United States,Indiana,57234 Fair Oaks Plaza,2018-01-19,0093-0248,2018-02-23,First Class,Air,46015,visa-electron,2.26E+15,Okay,1
3227,Demizz,709-32-7998,3859,Ford,F150,Blue,2009,75319.61,1,0.47,42627-257,Prissie O'Dempsey,Female,Structural Analysis Engineer,334-320-7752,podempseyo3@cpanel.net,Montgomery,United States,Alabama,9 Alpine Avenue,2018-01-19,36987-2194,2018-03-02,Same Day,Truck,36177,china-unionpay,2.59E+15,Very Good,1
3577,Yodo,892-34-4315,3680,Buick,Roadmaster,Purple,1993,93503.66,1,0.47,50458-515,Nate Batcock,Male,Tax Accountant,970-590-1597,nbatcock9x@issuu.com,Grand Junction,United States,Colorado,2852 Mockingbird Crossing,2018-01-19,43419-803,2018-03-31,Standard Class,Truck,81505,diners-club-enroute,3.37E+15,Good,1
1942,Yozio,245-14-9639,3853,Ford,Excursion,Mauv,2002,98095.32,2,0.52,41163-156,Mariquilla Kernaghan,Female,Environmental Tech,504-138-2502,mkernaghanp3@oracle.com,New Orleans,United States,Louisiana,10 Laurel Junction,2018-01-19,54575-943,2018-04-06,Second Class,Air,70149,solo,3.80E+15,Very Good,1
2244,Innotype,820-21-1779,3841,Nissan,Quest,Teal,1999,80545.67,2,0.46,0054-0435,Nalani Micka,Female,Engineer III,714-463-6030,nmickad7@cbc.ca,Newport Beach,United States,California,73 Schurz Hill,2018-01-19,62296-0021,2018-02-23,Same Day,Air,92662,bankcard,4.66E+15,Good,1
3513,Voonte,482-26-2534,3724,Jeep,Wrangler,Red,1997,97146.29,1,0.5,42281-003,Adore Juschka,Female,Financial Analyst,702-810-0902,ajuschkama@ted.com,Las Vegas,United States,Nevada,43797 Del Sol Terrace,2018-01-19,63255-011,2018-04-23,Same Day,Truck,89105,jcb,1.85E+15,Good,1
1856,Jayo,626-13-4141,4843,Dodge,Caliber,Orange,2007,98341.07,1,0.63,47593-359,Laurette Carn,Female,Developer IV,334-396-2155,lcarn7b@upenn.edu,Montgomery,United States,Alabama,93 Loomis Lane,2018-01-19,65903-247,2018-05-05,Second Class,Air,36177,visa-electron,3.02E+15,Okay,1
3621,Cogidoo,834-02-0219,4531,Hyundai,Genesis,Turquoise,2010,99748.1,2,0.68,55111-697,Guilbert Twitchett,Male,Programmer I,862-324-3537,gtwitchett3y@skype.com,Newark,United States,New Jersey,625 Sutherland Trail,2018-01-19,68703-100,2018-02-23,Same Day,Truck,7195,jcb,3.81E+15,Very Good,1
2740,Browsebug,732-12-0593,4454,Ford,F350,Fuscia,2000,89876.84,2,0.44,61715-108,Duke Fruchon,Male,Junior Executive,614-597-0555,dfruchondv@etsy.com,Columbus,United States,Ohio,8905 Mccormick Center,2018-01-20,10477-2627,2018-03-29,Standard Class,Air,43284,diners-club-enroute,1.46E+15,Good,1
3377,Geba,776-41-4516,4819,BMW,5 Series,Goldenrod,2012,91914.23,1,0.48,55154-5089,Boonie Milkeham,Male,Compensation Analyst,936-580-3986,bmilkeham80@fc2.com,Conroe,United States,Texas,53800 Scott Circle,2018-01-20,11673-407,2018-05-03,Second Class,Air,77305,switch,3.40E+15,Good,1
2208,Centimia,664-93-7706,4386,Chevrolet,Corvette,Purple,2000,89652.08,2,0.59,35356-301,Gerti Morston,Female,Account Coordinator,423-360-8605,gmorston6p@unicef.org,Chattanooga,United States,Tennessee,8 Rutledge Point,2018-01-20,50970-003,2018-05-29,First Class,Air,37405,laser,2.05E+15,Very Good,1
3239,Bubbletube,649-58-4696,3706,Bentley,Continental,Aquamarine,2008,79900.39,1,0.45,64159-7693,Rip Aspinell,Male,Marketing Manager,512-917-7223,raspinell9l@nydailynews.com,Austin,United States,Texas,78 Claremont Park,2018-01-20,51655-439,2018-01-30,First Class,Air,78769,jcb,3.40E+15,Okay,1
1504,Zoozzy,372-66-2100,4112,Chevrolet,Malibu,Violet,2006,97842.92,1,0.6,0023-4385,Ileana Meran,Female,Research Associate,630-947-3323,imeranlg@weebly.com,Naperville,United States,Illinois,1 Huxley Crossing,2018-01-21,0074-4341,2018-04-05,Same Day,Truck,60567,laser,4.18E+15,Good,1
1989,Brainsphere,885-75-0938,4726,Buick,Rainier,Green,2007,80030.14,1,0.59,68026-544,Gustave Velte,Male,Project Manager,205-113-2865,gvelte38@zimbio.com,Birmingham,United States,Alabama,41054 Elka Pass,2018-01-21,0781-6135,2018-04-06,Standard Class,Truck,35295,jcb,3.49E+15,Okay,1
2836,Vidoo,562-22-3910,3838,GMC,Savana 1500,Purple,2007,71516.69,2,0.52,0456-3407,Saundra Demcak,Male,Teacher,763-146-9679,sdemcak7d@harvard.edu,Monticello,United States,Minnesota,22733 Walton Avenue,2018-01-21,36800-366,2018-04-02,First Class,Air,55590,maestro,1.79E+15,Very Good,1
3321,Wikivu,457-92-2588,4937,MINI,Countryman,Aquamarine,2012,95810.29,1,0.59,42291-886,Alexine Wadforth,Female,Recruiter,909-298-2375,awadforthl6@census.gov,Riverside,United States,California,00978 Mifflin Circle,2018-01-21,36987-3172,2018-04-04,Second Class,Truck,92505,jcb,2.10E+15,Good,1
1142,Twitterwire,412-07-3378,4073,Lincoln,Navigator,Indigo,2007,90567.48,1,0.65,36987-1607,Kitty Bryers,Female,VP Product Management,903-705-1528,kbryers6h@google.com,Tyler,United States,Texas,8168 School Trail,2018-01-21,52125-245,2018-02-13,Same Day,Truck,75705,mastercard,4.19E+15,Very Good,1
2211,Kanoodle,877-92-2965,3885,Oldsmobile,Regency,Puce,1997,70032.15,2,0.47,49349-272,Willard France,Male,VP Product Management,781-159-3923,wfrance4x@google.co.jp,Waltham,United States,Massachusetts,74049 American Ash Hill,2018-01-21,52862-008,2018-05-04,Second Class,Air,2453,visa-electron,1.63E+15,Good,1
1480,Quatz,803-82-7568,4245,Mercedes-Benz,CL-Class,Red,2011,85618.66,2,0.52,49825-119,Libbey Divell,Female,VP Sales,304-984-5742,ldivellc@blog.com,Charleston,United States,West Virginia,26 Mitchell Center,2018-01-21,54868-6162,2018-05-17,Second Class,Truck,25331,diners-club-enroute,2.15E+15,Good,1
1182,Omba,435-24-7523,4613,Chevrolet,Suburban 1500,Green,2003,78407.47,1,0.51,37808-008,Niven Derrington,Male,Research Assistant IV,479-312-7517,nderrington2g@time.com,Fort Smith,United States,Arkansas,9 Gateway Drive,2018-01-22,52183-369,2018-02-14,Standard Class,Air,72905,maestro,4.10E+15,Good,1
3888,Einti,828-68-8205,3850,Audi,S6,Violet,2009,99513.84,2,0.48,36987-3362,Hadleigh Baptiste,Male,Safety Technician IV,478-926-9762,hbaptisteg6@si.edu,Macon,United States,Georgia,9 Twin Pines Lane,2018-01-22,55289-390,2018-05-04,First Class,Truck,31296,jcb,3.38E+15,Good,1
1928,Teklist,536-83-6781,4232,Mitsubishi,Galant,Aquamarine,1993,72361.16,1,0.55,59970-051,Tybi Lazenby,Female,Civil Engineer,504-896-4535,tlazenbycx@bandcamp.com,New Orleans,United States,Louisiana,67 Dottie Trail,2018-01-23,10191-1569,2018-04-05,First Class,Truck,70187,visa-electron,2.95E+15,Very Good,1
1541,Voonix,650-97-0439,4948,Mercedes-Benz,GL-Class,Yellow,2012,79109.5,2,0.51,60429-981,Gianna Clarson,Female,Database Administrator I,405-284-1776,gclarson5m@myspace.com,Oklahoma City,United States,Oklahoma,9909 Old Gate Circle,2018-01-23,35000-586,2018-02-06,Standard Class,Truck,73129,jcb,1.62E+15,Okay,1
3128,Mydeo,496-04-6406,3979,Buick,Electra,Indigo,1984,72196.97,1,0.42,47593-458,Gayle Shillabeer,Female,Editor,312-524-6915,gshillabeerlh@photobucket.com,Chicago,United States,Illinois,33 Judy Way,2018-01-23,43419-024,2018-05-04,Second Class,Air,60674,diners-club-enroute,1.91E+15,Good,1
2280,Quaxo,140-16-3673,4968,Pontiac,Sunbird,Crimson,1983,81918.92,2,0.55,69075-001,Tristam Le Breton,Male,Financial Analyst,505-247-0125,tled0@1und1.de,Albuquerque,United States,New Mexico,85035 Fordem Crossing,2018-01-23,44567-802,2018-05-28,First Class,Truck,87140,jcb,3.28E+15,Okay,1
2072,Vinte,384-67-3810,3875,Toyota,Celica,Red,1976,72482.47,2,0.49,68382-027,Tedra Wasbey,Female,Media Manager IV,949-204-3472,twasbeypt@indiegogo.com,Irvine,United States,California,7806 Corscot Point,2018-01-23,50436-9973,2018-03-03,Standard Class,Truck,92612,maestro,4.74E+15,Very Good,1
3641,Gabcube,711-14-0177,3990,BMW,M6,Yellow,2010,93623.26,1,0.5,0173-0772,Cheston Sweating,Male,GIS Technical Architect,843-498-9975,csweatingj5@slate.com,Charleston,United States,South Carolina,64997 Vidon Way,2018-01-23,50988-177,2018-05-30,Standard Class,Truck,29424,jcb,3.99E+15,Good,1
2097,Yakijo,264-99-3237,3544,Pontiac,Trans Sport,Puce,1996,92888.62,1,0.4,10742-8223,Bendix Cridlan,Male,Graphic Designer,830-501-8513,bcridlanp9@is.gd,San Antonio,United States,Texas,74 Jay Place,2018-01-23,54868-5846,2018-03-28,Standard Class,Truck,78245,jcb,4.66E+15,Good,1
