customer_id,firstname,lastname,email_address,contact,branch_id,branch_latitude,branch_longitude,account_id,branch_city,branch_state,support_query_id,support_query_type,support_query_category,support_representative_id,call_duration,employee_id,empoyee_name,week_number,support_query_time_in_days
12864,Connie,Chase,Connie.Chase@bank.com,6512142224,1835,36.06523,-119.01677,23979882,Porterville,Los_Angeles,14997,Home Loan,5,51,11,51,Ash,1,4
17310,Benjamin,Weber,Benjamin.Weber@bank.com,001-332-277-571551264,1967,33.44872,-86.78777,12272741,Vestavia Hills,Chicago,12357,Credit Card,3,52,9,52,Oswald,1,4
19145,Mark,Brown,Mark.Brown@bank.com,193.048.677452187,1376,38.17492,-122.2608,11393424,American Canyon,Los_Angeles,11091,Education Loan,2,65,15,65,Mickey,1,4
15065,Rodney,Horton,Rodney.Horton@bank.com,921.650.429150946,1009,33.76446,-117.79394,10621749,North Tustin,Los_Angeles,11374,Vehicle Loan,1,64,11,64,Popeye,1,5
19887,Tiffany,Weiss,Tiffany.Weiss@bank.com,825.548.1411534425,1328,26.68451,-80.66756,27052783,Belle Glade,New_York,10251,Home Loan,5,58,6,58,Johny,1,5
17167,Timothy,Garrett,Timothy.Garrett@bank.com,744.598.9935,1778,31.84568,-102.36764,23686627,Odessa,Chicago,11046,Personal Loan,4,54,9,54,Jerry,1,6
11057,Mr.,Richard,Mr..Richard@bank.com,970-373-9838,1806,33.35283,-111.78903,17737978,Gilbert,Phoenix,13129,Home Loan,5,56,12,56,Bluto,1,4
10175,Taylor,Salinas,Taylor.Salinas@bank.com,444-086-0108526983,1164,42.7392,-84.62081,16619347,Waverly,Detroit,10672,Home Loan,5,52,13,52,Oswald,1,6
11061,Rose,Lopez,Rose.Lopez@bank.com,397-144-6445,1548,37.95143,-91.77127,15081496,Rolla,Chicago,12726,Personal Loan,4,51,11,51,Ash,1,6
17103,Kyle,Johnson,Kyle.Johnson@bank.com,016.913.0546538281,1258,30.16688,-96.39774,21332871,Brenham,Chicago,10636,Credit Card,3,55,11,55,Olive,1,3
13948,April,Harris,April.Harris@bank.com,-1449588617,1397,40.64621,-73.97069,12070025,Kensington,New_York,10925,Credit Card,3,64,12,64,Popeye,1,5
17126,Anthony,Smith,Anthony.Smith@bank.com,(725)309-36465254,1939,40.94065,-73.99681,27580570,Dumont,New_York,12881,Credit Card,3,52,7,52,Oswald,1,4
18029,John,Watson,John.Watson@bank.com,510.048.087952588,1830,32.44874,-99.73314,23446502,Abilene,Chicago,14675,Credit Card,3,59,11,59,Minnie,1,3
15650,Sarah,Scott,Sarah.Scott@bank.com,022-634-3217543917,1675,39.00622,-77.4286,18345867,Sterling,New_York,14430,Home Loan,5,65,10,65,Mickey,1,3
13325,Kevin,Rowland,Kevin.Rowland@bank.com,-80586214,1822,43.54072,-116.56346,11137174,Nampa,Boise,14465,Vehicle Loan,1,65,5,65,Mickey,1,6
13507,Ruth,Young,Ruth.Young@bank.com,001-635-739-7175553534,1549,20.88953,-156.47432,25680493,Kahului,Pacific/Honolulu,12545,Vehicle Loan,1,52,12,52,Oswald,1,3
17554,Patrick,Jennings,Patrick.Jennings@bank.com,-82656825,1936,39.96097,-75.60804,21698997,West Chester,New_York,14924,Credit Card,3,61,9,61,Tom,1,4
11373,Richard,Chase,Richard.Chase@bank.com,257405858,1525,41.9001,-71.08977,14528445,Taunton,New_York,12008,Education Loan,2,56,15,56,Bluto,1,6
19988,Blake,Jones,Blake.Jones@bank.com,001-224-884-698055948,1445,41.66394,-83.55521,17054015,Toledo,New_York,11066,Education Loan,2,50,9,50,Brock,1,4
14845,Charles,Thompson,Charles.Thompson@bank.com,073-465-7081,1234,33.92946,-116.97725,28433444,Beaumont,Los_Angeles,11141,Credit Card,3,60,7,60,Misty,1,4
15483,Joshua,Hill,Joshua.Hill@bank.com,(556)877-9239,1286,33.03699,-117.29198,15748152,Encinitas,Los_Angeles,12719,Personal Loan,4,59,6,59,Minnie,1,3
13242,Mark,Hunt,Mark.Hunt@bank.com,-965456295,1549,20.88953,-156.47432,13841188,Kahului,Pacific/Honolulu,14869,Vehicle Loan,1,64,7,64,Popeye,1,5
18967,Mary,Coleman,Mary.Coleman@bank.com,001-644-662-0039,1673,38.58894,-89.99038,21931713,Fairview Heights,Chicago,11792,Credit Card,3,57,15,57,Bob,1,3
17808,Jamie,Lewis,Jamie.Lewis@bank.com,290-408-7202,1833,26.18924,-98.15529,11369764,San Juan,Chicago,11553,Home Loan,5,52,7,52,Oswald,1,3
12563,Jacqueline,Lopez,Jacqueline.Lopez@bank.com,301.196.61415204,1186,32.42067,-104.22884,19070848,Carlsbad,Denver,10881,Education Loan,2,64,8,64,Popeye,1,3
10681,Rachel,Higgins,Rachel.Higgins@bank.com,001-660-745-2963501818,1086,34.95303,-120.43572,28869792,Santa Maria,Los_Angeles,13467,Vehicle Loan,1,53,8,53,Dexter,1,4
16319,Rebecca,Cameron,Rebecca.Cameron@bank.com,192-363-9350,1150,41.75338,-86.11084,12530344,Granger,Indiana/Indianapolis,11733,Vehicle Loan,1,61,9,61,Tom,1,5
11027,Jeffrey,Alvarado,Jeffrey.Alvarado@bank.com,508.144.36885504,1673,38.58894,-89.99038,11460415,Fairview Heights,Chicago,10737,Vehicle Loan,1,60,7,60,Misty,1,6
19422,Kelsey,Patel,Kelsey.Patel@bank.com,(209)654-1559599789,1615,47.76232,-122.2054,18606482,Bothell,Los_Angeles,11964,Credit Card,3,57,8,57,Bob,1,3
16714,Erin,Rosario,Erin.Rosario@bank.com,001-497-590-3039509673,1079,34.21639,-119.0376,14438762,Camarillo,Los_Angeles,14903,Home Loan,5,62,6,62,Timon,1,6
14606,James,Black,James.Black@bank.com,(113)255-697654715,1086,34.95303,-120.43572,10971234,Santa Maria,Los_Angeles,13304,Vehicle Loan,1,53,8,53,Dexter,1,5
13543,Charles,Garrison,Charles.Garrison@bank.com,001-313-995-80115766,1663,40.65538,-74.38987,27963785,Scotch Plains,New_York,12895,Personal Loan,4,55,6,55,Olive,1,4
18760,Breanna,Sullivan,Breanna.Sullivan@bank.com,002-536-0319,1548,37.95143,-91.77127,19191001,Rolla,Chicago,11363,Education Loan,2,53,11,53,Dexter,1,4
15741,Felicia,Davis,Felicia.Davis@bank.com,001-767-642-8554,1229,42.58342,-71.8023,15543974,Fitchburg,New_York,11794,Credit Card,3,59,15,59,Minnie,1,3
18470,Jonathan,Thompson,Jonathan.Thompson@bank.com,7253426089,1124,33.41012,-91.06177,19735449,Greenville,Chicago,14984,Credit Card,3,51,11,51,Ash,1,6
17994,Reginald,Reed,Reginald.Reed@bank.com,4089464587,1833,26.18924,-98.15529,26255851,San Juan,Chicago,10544,Personal Loan,4,53,6,53,Dexter,1,4
12280,Nichole,Miller,Nichole.Miller@bank.com,(724)716-4979573729,1280,42.97086,-82.42491,15312744,Port Huron,Detroit,10211,Home Loan,5,53,8,53,Dexter,1,4
17740,Tami,Fields,Tami.Fields@bank.com,(048)989-91005469,1786,45.16024,-93.08883,14112665,Lino Lakes,Chicago,13735,Home Loan,5,56,10,56,Bluto,1,5
16879,Sylvia,Humphrey,Sylvia.Humphrey@bank.com,001-054-207-743957768,1830,32.44874,-99.73314,24276751,Abilene,Chicago,11133,Education Loan,2,50,14,50,Brock,1,5
16443,Sharon,Smith,Sharon.Smith@bank.com,655-718-1093581129,1679,38.96372,-76.99081,10300849,Chillum,New_York,13115,Personal Loan,4,53,15,53,Dexter,1,3
10613,Albert,Nixon,Albert.Nixon@bank.com,-81352830,1925,39.71734,-74.96933,10315681,Sicklerville,New_York,10414,Personal Loan,4,59,11,59,Minnie,1,4
18637,John,Booker,John.Booker@bank.com,5460762480,1550,31.12406,-97.90308,16530189,Copperas Cove,Chicago,13033,Vehicle Loan,1,52,6,52,Oswald,1,3
11458,Robert,Wood,Robert.Wood@bank.com,(689)445-6526522689,1592,29.84576,-90.10674,25176975,Estelle,Chicago,11521,Home Loan,5,61,13,61,Tom,1,4
10244,Janet,Cox,Janet.Cox@bank.com,84-3291,1321,41.48199,-81.79819,16540554,Lakewood,New_York,12598,Education Loan,2,56,5,56,Bluto,1,4
10555,Sean,Hall,Sean.Hall@bank.com,001-216-433-90075855,1774,42.30865,-83.48216,14555766,Canton,Detroit,14970,Education Loan,2,51,10,51,Ash,1,4
13513,Thomas,Kennedy,Thomas.Kennedy@bank.com,987-440-16465520,1186,32.42067,-104.22884,27172587,Carlsbad,Denver,13163,Education Loan,2,64,15,64,Popeye,1,3
19230,Thomas,Bean,Thomas.Bean@bank.com,84-6109,1988,41.14676,-73.49484,21952928,New Canaan,New_York,14953,Home Loan,5,51,15,51,Ash,1,3
17573,Aimee,Wells,Aimee.Wells@bank.com,287-891-16635984,1229,42.58342,-71.8023,20989977,Fitchburg,New_York,13772,Home Loan,5,65,13,65,Mickey,1,4
10007,Carol,Ortiz,Carol.Ortiz@bank.com,776.070.3330,1144,41.57721,-93.71133,17916217,West Des Moines,Chicago,12013,Home Loan,5,60,13,60,Misty,1,5
14789,Stephen,Richardson,Stephen.Richardson@bank.com,-7552571806,1042,39.32011,-76.51552,14783437,Rosedale,New_York,13778,Personal Loan,4,61,14,61,Tom,1,3
16612,Kathleen,Davis,Kathleen.Davis@bank.com,-421352886,1541,40.63316,-74.13653,15863996,Port Richmond,New_York,13675,Education Loan,2,51,8,51,Ash,1,4
17544,Ronald,Young,Ronald.Young@bank.com,545.715.8077,1659,47.38093,-122.23484,13741069,Kent,Los_Angeles,10316,Vehicle Loan,1,51,12,51,Ash,1,5
13971,Krystal,James,Krystal.James@bank.com,363-606-92885753,1673,38.58894,-89.99038,14579096,Fairview Heights,Chicago,13167,Vehicle Loan,1,51,14,51,Ash,1,5
16588,Sonya,Peterson,Sonya.Peterson@bank.com,264.484.0457,1721,40.34912,-111.90466,26670503,Saratoga Springs,Denver,12286,Education Loan,2,52,11,52,Oswald,1,6
19511,Lisa,Spears,Lisa.Spears@bank.com,782.677.81775884,1615,47.76232,-122.2054,11299296,Bothell,Los_Angeles,11005,Education Loan,2,59,11,59,Minnie,1,4
13442,Ryan,Shelton,Ryan.Shelton@bank.com,001-971-547-16025539,1967,33.44872,-86.78777,29077149,Vestavia Hills,Chicago,10676,Credit Card,3,64,9,64,Popeye,1,4
15216,Samuel,Garcia,Samuel.Garcia@bank.com,(847)706-170054610,1079,34.21639,-119.0376,26078379,Camarillo,Los_Angeles,13817,Vehicle Loan,1,53,9,53,Dexter,1,4
19508,Katherine,Brooks,Katherine.Brooks@bank.com,-13097189,1497,41.27621,-72.86843,14288107,East Haven,New_York,13445,Vehicle Loan,1,60,15,60,Misty,1,4
14149,Tamara,Wilson,Tamara.Wilson@bank.com,772-089-2917,1673,38.58894,-89.99038,20725257,Fairview Heights,Chicago,10321,Education Loan,2,60,8,60,Misty,1,4
10538,David,Fowler,David.Fowler@bank.com,001-383-207-87805028,1847,43.61062,-72.97261,24583704,Rutland,New_York,12069,Vehicle Loan,1,58,13,58,Johny,1,5
18451,Tracy,Butler,Tracy.Butler@bank.com,395.011.8519,1835,36.06523,-119.01677,18741604,Porterville,Los_Angeles,12712,Education Loan,2,61,15,61,Tom,1,5
11544,Robert,Flores,Robert.Flores@bank.com,764-046-9066,1737,40.72816,-74.07764,18727271,Jersey City,New_York,11663,Credit Card,3,58,9,58,Johny,1,6
12528,Jaclyn,Jones,Jaclyn.Jones@bank.com,(140)802-763353245,1592,29.84576,-90.10674,13365835,Estelle,Chicago,10264,Home Loan,5,64,5,64,Popeye,1,6
16763,Joseph,Norris,Joseph.Norris@bank.com,9700993057,1443,32.9156,-117.14392,12881149,Mira Mesa,Los_Angeles,13442,Credit Card,3,56,8,56,Bluto,1,3
13868,Maria,Mcconnell,Maria.Mcconnell@bank.com,(492)820-81455025,1870,41.84364,-87.71255,22739692,South Lawndale,Chicago,13305,Home Loan,5,64,7,64,Popeye,1,3
14600,Courtney,Adkins,Courtney.Adkins@bank.com,001-481-587-45145951,1750,35.05266,-78.87836,24775269,Fayetteville,New_York,13676,Personal Loan,4,60,15,60,Misty,1,4
18298,Maria,Wright,Maria.Wright@bank.com,419.867.25495463,1233,26.2173,-80.22588,12595023,North Lauderdale,New_York,10515,Education Loan,2,50,8,50,Brock,1,6
13509,Jonathan,Williams,Jonathan.Williams@bank.com,-2852576088,1721,40.34912,-111.90466,18608840,Saratoga Springs,Denver,10013,Personal Loan,4,55,13,55,Olive,1,5
13101,Robert,Stone,Robert.Stone@bank.com,741.615.06235380,1735,41.47892,-87.45476,16322902,Schererville,Chicago,14404,Personal Loan,4,61,9,61,Tom,1,4
15192,Kimberly,Brady,Kimberly.Brady@bank.com,9036919543,1936,39.96097,-75.60804,18251444,West Chester,New_York,11422,Education Loan,2,51,8,51,Ash,1,3
11053,Brian,Clark,Brian.Clark@bank.com,909-820-89495145,1397,40.64621,-73.97069,29203415,Kensington,New_York,13797,Education Loan,2,55,6,55,Olive,1,5
13544,Elizabeth,Bailey,Elizabeth.Bailey@bank.com,-2045524449,1497,41.27621,-72.86843,23673274,East Haven,New_York,11381,Vehicle Loan,1,64,14,64,Popeye,1,6
14115,Philip,Griffin,Philip.Griffin@bank.com,(826)663-0545,1663,40.65538,-74.38987,19138192,Scotch Plains,New_York,12325,Vehicle Loan,1,51,11,51,Ash,1,6
10368,Steven,Serrano,Steven.Serrano@bank.com,(642)241-46235188,1750,35.05266,-78.87836,26355666,Fayetteville,New_York,14843,Personal Loan,4,55,6,55,Olive,1,4
13574,Samantha,Patel,Samantha.Patel@bank.com,603-063-5016,1948,40.93121,-73.89875,14045413,Yonkers,New_York,11421,Home Loan,5,52,10,52,Oswald,1,4
18839,Sandra,Martin,Sandra.Martin@bank.com,001-976-948-6175525898,1213,47.4943,-122.24092,24392339,Bryn Mawr-Skyway,Los_Angeles,12247,Education Loan,2,56,13,56,Bluto,1,6
19538,Emily,Gates,Emily.Gates@bank.com,903-193-2116,1234,33.92946,-116.97725,18628934,Beaumont,Los_Angeles,14020,Education Loan,2,62,5,62,Timon,1,5
17878,Brad,Leblanc,Brad.Leblanc@bank.com,(950)637-10715532,1471,33.45122,-86.99666,25832271,Hueytown,Chicago,14032,Personal Loan,4,58,13,58,Johny,1,3
12018,Claire,Cardenas,Claire.Cardenas@bank.com,(961)527-8232512948,1595,33.54428,-84.23381,23712632,Stockbridge,New_York,12444,Credit Card,3,50,6,50,Brock,1,3
14254,John,Benson,John.Benson@bank.com,944-804-3227526266,1485,27.71809,-82.35176,29514361,Sun City Center,New_York,10393,Education Loan,2,63,11,63,Noddy,1,6
12005,Donna,Jenkins,Donna.Jenkins@bank.com,131-621-4141,1173,40.57788,-73.95958,27569331,Brighton Beach,New_York,14782,Credit Card,3,60,11,60,Misty,1,6
17935,Alexander,Proctor,Alexander.Proctor@bank.com,091-475-8170,1223,39.43534,-84.20299,20661031,Lebanon,New_York,13827,Education Loan,2,65,15,65,Mickey,1,4
16416,Kevin,Morales,Kevin.Morales@bank.com,001-049-707-8094,1007,34.09611,-118.10583,17497005,San Gabriel,Los_Angeles,13664,Personal Loan,4,59,7,59,Minnie,1,3
15349,Eddie,Castillo,Eddie.Castillo@bank.com,080.494.34725121,1994,40.56754,-89.64066,22582318,Pekin,Chicago,14437,Home Loan,5,64,12,64,Popeye,1,4
17731,Jocelyn,Johnston,Jocelyn.Johnston@bank.com,(641)805-4069570451,1592,29.84576,-90.10674,19236515,Estelle,Chicago,12765,Education Loan,2,59,5,59,Minnie,1,4
16426,Michelle,Miller,Michelle.Miller@bank.com,-8676496,1021,41.15376,-87.88754,10025074,Bourbonnais,Chicago,10081,Personal Loan,4,58,9,58,Johny,1,4
11932,Derrick,Dalton,Derrick.Dalton@bank.com,228-879-9162,1575,28.90054,-81.26367,28008237,Deltona,New_York,11462,Education Loan,2,53,6,53,Dexter,1,5
15495,Steven,Ramirez,Steven.Ramirez@bank.com,84-3603,1925,39.71734,-74.96933,28694996,Sicklerville,New_York,13545,Education Loan,2,63,14,63,Noddy,1,4
10662,John,Thompson,John.Thompson@bank.com,085.844.96385124,1234,33.92946,-116.97725,14873369,Beaumont,Los_Angeles,13612,Vehicle Loan,1,65,8,65,Mickey,1,5
19055,Xavier,Reynolds,Xavier.Reynolds@bank.com,572.775.22415258,1548,37.95143,-91.77127,15101229,Rolla,Chicago,12908,Vehicle Loan,1,57,5,57,Bob,1,3
12439,Sherri,Davis,Sherri.Davis@bank.com,001-375-123-5303,1186,32.42067,-104.22884,17819978,Carlsbad,Denver,12132,Personal Loan,4,51,15,51,Ash,1,5
18389,Jessica,Williams,Jessica.Williams@bank.com,(218)002-556250615,1391,35.61452,-88.81395,11523363,Jackson,Chicago,12734,Home Loan,5,53,7,53,Dexter,1,3
11253,Lisa,Bailey,Lisa.Bailey@bank.com,-525557112,1491,40.60538,-73.75513,25137763,Far Rockaway,New_York,14343,Credit Card,3,63,12,63,Noddy,1,3
15428,Edward,Brown,Edward.Brown@bank.com,-77655878,1863,42.4251,-71.06616,14639177,Malden,New_York,12904,Credit Card,3,51,8,51,Ash,1,4
14244,Christopher,Thomas,Christopher.Thomas@bank.com,001-086-045-159259205,1842,41.80753,-87.65644,15410003,New City,Chicago,13492,Vehicle Loan,1,65,5,65,Mickey,1,4
11275,Whitney,Martin,Whitney.Martin@bank.com,128-125-0050,1376,38.17492,-122.2608,27196048,American Canyon,Los_Angeles,14661,Personal Loan,4,55,9,55,Olive,1,4
16767,Adam,Gamble,Adam.Gamble@bank.com,3802987063,1391,35.61452,-88.81395,29470216,Jackson,Chicago,10914,Home Loan,5,55,15,55,Olive,1,6
16304,Kayla,Gross,Kayla.Gross@bank.com,(401)429-2842517664,1673,38.58894,-89.99038,21842152,Fairview Heights,Chicago,12453,Home Loan,5,60,5,60,Misty,1,4
10524,Jonathan,Gibson,Jonathan.Gibson@bank.com,571-400-1405580050,1949,33.98154,-81.23621,23666577,Lexington,New_York,10572,Vehicle Loan,1,64,6,64,Popeye,1,3
18375,Hunter,Odom,Hunter.Odom@bank.com,001-450-575-99835034,1735,41.47892,-87.45476,20317635,Schererville,Chicago,14559,Credit Card,3,55,12,55,Olive,1,3
10434,Keith,Larson,Keith.Larson@bank.com,254-319-4026,1497,41.27621,-72.86843,21917581,East Haven,New_York,11055,Education Loan,2,54,12,54,Jerry,1,5
14800,Gina,Davis,Gina.Davis@bank.com,003.376.9769,1395,38.91817,-78.19444,11228219,Front Royal,New_York,13439,Education Loan,2,60,6,60,Misty,1,5
12190,Kimberly,Smith,Kimberly.Smith@bank.com,-95625316,1922,33.72255,-116.37697,28782232,Palm Desert,Los_Angeles,13694,Home Loan,5,62,6,62,Timon,1,3
14088,Christina,Robertson,Christina.Robertson@bank.com,-772256661,1563,47.92526,-97.03285,11745472,Grand Forks,Chicago,11089,Credit Card,3,60,13,60,Misty,1,4
10708,Travis,Roberts,Travis.Roberts@bank.com,84-9077,1258,30.16688,-96.39774,18807334,Brenham,Chicago,14875,Vehicle Loan,1,52,15,52,Oswald,1,4
16504,Alexandra,Garcia,Alexandra.Garcia@bank.com,-102353916,1196,36.02506,-86.77917,16482908,Brentwood Estates,Chicago,12993,Vehicle Loan,1,57,12,57,Bob,1,4
13974,John,Rhodes,John.Rhodes@bank.com,843-146-8062537537,1363,42.35843,-71.05977,17815988,Boston,New_York,12674,Home Loan,5,65,13,65,Mickey,1,4
19320,Hannah,Donaldson,Hannah.Donaldson@bank.com,182.188.306859218,1541,40.63316,-74.13653,26030748,Port Richmond,New_York,10202,Credit Card,3,50,12,50,Brock,1,4
18952,Alyssa,Williams,Alyssa.Williams@bank.com,-965356024,1539,35.25064,-91.73625,27476227,Searcy,Chicago,14544,Education Loan,2,52,14,52,Oswald,1,5
15659,Douglas,Reed,Douglas.Reed@bank.com,001.260.1118,1234,33.92946,-116.97725,14166810,Beaumont,Los_Angeles,12579,Education Loan,2,50,14,50,Brock,1,4
18669,John,Flores,John.Flores@bank.com,001-135-990-23875100,1164,42.7392,-84.62081,10480372,Waverly,Detroit,10991,Home Loan,5,52,12,52,Oswald,1,6
10423,Thomas,Johnson,Thomas.Johnson@bank.com,(240)672-1358,1549,20.88953,-156.47432,17513402,Kahului,Pacific/Honolulu,14597,Credit Card,3,61,10,61,Tom,1,3
15623,Brandon,Taylor,Brandon.Taylor@bank.com,001-700-334-2321,1990,40.81,-73.9625,14968164,Morningside Heights,New_York,11447,Credit Card,3,50,12,50,Brock,1,6
14516,Mallory,Hunt,Mallory.Hunt@bank.com,79538150,1346,42.16808,-88.42814,16876058,Huntley,Chicago,11541,Credit Card,3,52,8,52,Oswald,1,4
12737,Rachel,Cook,Rachel.Cook@bank.com,372.321.86195964,1229,42.58342,-71.8023,26403605,Fitchburg,New_York,14926,Education Loan,2,63,14,63,Noddy,1,3
16752,Darlene,Lewis,Darlene.Lewis@bank.com,001-337-271-8653,1816,28.54944,-81.77285,24624805,Clermont,New_York,11565,Home Loan,5,53,7,53,Dexter,1,3
11006,Jonathan,Spears,Jonathan.Spears@bank.com,4722035154,1673,38.58894,-89.99038,29909439,Fairview Heights,Chicago,11850,Home Loan,5,60,12,60,Misty,1,6
13588,Elizabeth,Simpson,Elizabeth.Simpson@bank.com,418-569-2910514197,1217,39.08367,-84.50855,18902068,Covington,New_York,14895,Personal Loan,4,53,15,53,Dexter,1,4
10111,Sarah,Bryant,Sarah.Bryant@bank.com,-8969553913,1436,32.35126,-95.30106,17983130,Tyler,Chicago,13354,Credit Card,3,54,10,54,Jerry,1,4
14235,James,Hernandez,James.Hernandez@bank.com,(876)844-1864,1925,39.71734,-74.96933,11449724,Sicklerville,New_York,10740,Vehicle Loan,1,52,7,52,Oswald,1,4
15382,Michelle,Leonard,Michelle.Leonard@bank.com,6332794805,1592,29.84576,-90.10674,26857428,Estelle,Chicago,12859,Credit Card,3,58,7,58,Johny,1,3
11276,Mrs.,Judy,Mrs..Judy@bank.com,(186)652-9935525759,1411,40.72371,-73.95097,11024986,Greenpoint,New_York,12245,Home Loan,5,53,13,53,Dexter,1,4
16949,Heather,Rocha,Heather.Rocha@bank.com,157.294.0000505607,1506,40.5576,-74.28459,24719648,Woodbridge,New_York,12789,Credit Card,3,55,7,55,Olive,1,4
14989,Kirk,Robinson,Kirk.Robinson@bank.com,377-847-032553503,1936,39.96097,-75.60804,17708359,West Chester,New_York,11167,Personal Loan,4,54,15,54,Jerry,1,3
18220,Dustin,Davidson,Dustin.Davidson@bank.com,954.541.056359035,1126,37.73604,-120.93549,14253679,Riverbank,Los_Angeles,13164,Vehicle Loan,1,57,12,57,Bob,1,6
18237,Michael,Hale,Michael.Hale@bank.com,(772)774-3541,1931,34.77453,-96.67834,23088689,Ada,Chicago,14425,Credit Card,3,63,5,63,Noddy,1,3
18716,Raymond,Chang,Raymond.Chang@bank.com,1051293365,1936,39.96097,-75.60804,24302493,West Chester,New_York,11088,Credit Card,3,53,14,53,Dexter,1,3
17639,Suzanne,Choi,Suzanne.Choi@bank.com,(233)639-9858562343,1402,34.63915,-120.45794,22380849,Lompoc,Los_Angeles,13276,Education Loan,2,50,10,50,Brock,1,5
12387,Brandon,Gardner,Brandon.Gardner@bank.com,-4536285,1852,40.68066,-73.47429,26787579,Massapequa,New_York,13455,Vehicle Loan,1,58,8,58,Johny,1,5
18371,Stacy,Stevens,Stacy.Stevens@bank.com,001-265-893-99615927,1847,43.61062,-72.97261,10574297,Rutland,New_York,13606,Education Loan,2,56,6,56,Bluto,1,3
15751,Megan,Hays,Megan.Hays@bank.com,-268958316,1436,32.35126,-95.30106,10032971,Tyler,Chicago,12704,Home Loan,5,55,13,55,Olive,1,4
18972,Stephanie,Jimenez,Stephanie.Jimenez@bank.com,-3605593104,1525,41.9001,-71.08977,12855345,Taunton,New_York,11915,Vehicle Loan,1,50,9,50,Brock,1,5
16774,Scott,Huang,Scott.Huang@bank.com,001-826-222-7325,1824,32.54044,-82.90375,19872516,Dublin,New_York,12342,Vehicle Loan,1,51,7,51,Ash,1,4
10460,Dr.,Donna,Dr..Donna@bank.com,-1495515992,1586,41.55838,-81.56929,24547751,Collinwood,New_York,14685,Personal Loan,4,62,7,62,Timon,1,3
10354,Peggy,Martinez,Peggy.Martinez@bank.com,001-761-865-0772,1949,33.98154,-81.23621,22509360,Lexington,New_York,12871,Personal Loan,4,54,12,54,Jerry,1,3
19727,Michael,Long,Michael.Long@bank.com,001-903-121-3183,1990,40.81,-73.9625,11551507,Morningside Heights,New_York,13886,Education Loan,2,62,11,62,Timon,1,5
16167,Bethany,Hall,Bethany.Hall@bank.com,001-046-134-8047567884,1237,40.24537,-75.64963,29819100,Pottstown,New_York,11408,Education Loan,2,54,6,54,Jerry,1,4
17521,Brian,Paul,Brian.Paul@bank.com,889.375.3808,1875,40.67705,-73.89125,29669092,Cypress Hills,New_York,14861,Vehicle Loan,1,56,8,56,Bluto,1,5
11548,Julie,Thompson,Julie.Thompson@bank.com,214.313.2619,1397,40.64621,-73.97069,12218705,Kensington,New_York,13320,Personal Loan,4,64,15,64,Popeye,1,4
18624,Dale,Hudson,Dale.Hudson@bank.com,780-119-0350557104,1124,33.41012,-91.06177,15990636,Greenville,Chicago,13426,Credit Card,3,62,5,62,Timon,1,4
17221,Darlene,Duarte,Darlene.Duarte@bank.com,396-481-6019,1880,42.55308,-87.93341,25103353,Pleasant Prairie,Chicago,14210,Personal Loan,4,60,14,60,Misty,1,3
17655,John,Maldonado,John.Maldonado@bank.com,(697)492-0635528988,1806,33.35283,-111.78903,19706666,Gilbert,Phoenix,12023,Credit Card,3,58,13,58,Johny,1,3
12126,Kathy,Jones,Kathy.Jones@bank.com,73181687,1523,40.65995,-111.99633,16779941,Kearns,Denver,10337,Personal Loan,4,52,8,52,Oswald,1,5
